State,Season,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Rainfall_mm,Temperature_C,Humidity_percent,Irrigation_Type,Previous_Crop,Area_hectare,Crop,Yield_ton_per_hectare
Rajasthan,Rabi,Loamy,6.32,52,20,13,335,17.7,60,Canal,Groundnut,6.33,Soybean,0.57
Haryana,Zaid,Clay,5.69,115,90,112,1117,15.4,36,Drip,Maize,0.96,Soybean,5.77
Delhi,Zaid,Black,5.52,100,49,36,1070,11.48,53,Drip,Wheat,1.08,Wheat,5.04
Uttar Pradesh,Kharif,Loamy,6.02,29,70,38,1219,25.08,50,Sprinkler,Masoor,1.68,Cotton,2.74
Jammu and Kashmir,Kharif,Clay,6.34,84,72,138,1276,26.41,85,Rainfed,Sugarcane,3.03,Moong,6.51
Bihar,Kharif,Sandy,8.33,33,25,88,777,14.23,70,Sprinkler,Potato,4.52,Gram,3.43
Rajasthan,Rabi,Sandy,7.63,48,20,87,1176,30.36,87,Sprinkler,Rice,8.37,Mustard,4.03
Bihar,Kharif,Alluvial,6.39,51,36,78,1198,23.54,52,Tube Well,Potato,9.95,Bajra,3.47
Uttar Pradesh,Kharif,Clay,8.01,69,66,128,939,34.21,45,Sprinkler,Pea,9.02,Mustard,5.41
Rajasthan,Zaid,Loamy,7.56,89,86,51,299,39.77,40,Tube Well,Rice,0.6,Wheat,4.88
Delhi,Kharif,Red,5.56,99,67,121,1377,28.58,49,Sprinkler,Potato,4.23,Sugarcane,6.34
Uttarakhand,Zaid,Alluvial,8.05,106,61,41,1149,15.03,58,Sprinkler,Rice,7.47,Pea,3.51
Uttarakhand,Rabi,Black,8.37,84,11,118,1025,36.22,40,Sprinkler,Barley,2.64,Barley,3.51
Jharkhand,Rabi,Clay,8.25,144,15,66,1253,36.74,74,Canal,Cotton,8.53,Onion,6.56
Himachal Pradesh,Zaid,Loamy,7.05,65,78,81,1467,23.66,41,Canal,Onion,1.71,Barley,4.74
Uttar Pradesh,Zaid,Clay,6.89,98,90,137,869,29.55,74,Sprinkler,Rice,5.36,Onion,8.7
Jharkhand,Rabi,Sandy,7.91,38,85,77,310,17.29,65,Canal,Pea,5.6,Sugarcane,3.15
Madhya Pradesh,Kharif,Black,5.81,33,29,109,606,15.03,78,Canal,Wheat,9.96,Rice,0.53
Haryana,Zaid,Alluvial,7.7,95,86,146,1276,32.2,62,Rainfed,Mustard,2.99,Jowar,7.87
Himachal Pradesh,Zaid,Black,7.76,20,82,75,889,12.97,63,Sprinkler,Sugarcane,9.24,Barley,4.27
Delhi,Rabi,Black,7.87,27,67,46,891,33.1,32,Rainfed,Bajra,1.65,Soybean,3.71
Jammu and Kashmir,Rabi,Alluvial,7.93,137,80,127,1445,35.69,46,Tube Well,Gram,1.72,Potato,8.61
Delhi,Rabi,Red,6.75,75,33,106,251,36.93,31,Canal,Wheat,2.56,Potato,5.08
Uttar Pradesh,Zaid,Black,7.14,61,89,119,586,12.83,85,Sprinkler,Cotton,9.7,Gram,3.47
Haryana,Zaid,Black,5.91,100,77,124,611,32.04,73,Drip,Cotton,5.04,Arhar,5.28
Jammu and Kashmir,Rabi,Sandy,8.39,70,75,60,306,36.45,57,Tube Well,Barley,4.21,Pea,3.82
Uttarakhand,Zaid,Sandy,7.56,110,23,111,520,13.56,66,Drip,Pea,8.87,Barley,3.27
Bihar,Kharif,Loamy,7.56,77,98,149,479,26.78,38,Sprinkler,Cotton,2.23,Rice,5.19
Chhattisgarh,Zaid,Red,8.21,49,30,92,277,17.19,86,Canal,Maize,4.27,Mustard,1.06
Himachal Pradesh,Zaid,Clay,8.44,127,38,78,1422,26.69,77,Tube Well,Wheat,8.56,Pea,5.19
Uttarakhand,Kharif,Sandy,8.27,67,16,106,440,19.37,76,Drip,Pea,7.9,Potato,3.92
Uttarakhand,Kharif,Sandy,8.14,94,98,28,1321,32.6,79,Sprinkler,Mustard,4.89,Soybean,6.23
Punjab,Kharif,Black,5.64,67,82,26,1302,18.47,43,Canal,Moong,4.64,Barley,4.86
Delhi,Kharif,Red,6.16,57,69,77,632,13.41,79,Sprinkler,Onion,8.69,Barley,3.89
Punjab,Zaid,Alluvial,6.15,139,45,10,1032,19.42,78,Canal,Bajra,9.91,Moong,5.56
Jammu and Kashmir,Rabi,Loamy,6.04,20,35,98,338,26.56,47,Drip,Soybean,4.61,Sugarcane,3.52
Rajasthan,Kharif,Black,6.98,120,69,111,381,34.53,85,Drip,Moong,3.1,Bajra,6.31
Punjab,Zaid,Red,6.97,94,64,108,632,17.0,30,Rainfed,Masoor,1.84,Bajra,7.92
Rajasthan,Zaid,Red,5.62,28,43,71,488,30.73,48,Sprinkler,Onion,7.52,Soybean,-0.08
Delhi,Kharif,Sandy,6.22,27,33,37,1396,16.67,40,Rainfed,Barley,6.49,Mustard,4.99
Uttarakhand,Rabi,Sandy,7.63,23,91,58,676,36.64,62,Canal,Wheat,9.39,Soybean,4.75
Madhya Pradesh,Rabi,Loamy,7.92,30,53,147,643,27.31,34,Sprinkler,Soybean,2.06,Onion,2.79
Bihar,Kharif,Alluvial,6.21,101,26,83,500,35.1,56,Rainfed,Potato,9.54,Wheat,4.39
Haryana,Rabi,Clay,5.97,27,86,138,1148,27.67,85,Drip,Moong,4.88,Groundnut,3.87
Chhattisgarh,Zaid,Clay,6.94,64,25,94,749,24.36,83,Rainfed,Pea,8.55,Wheat,3.45
Uttar Pradesh,Rabi,Black,7.31,140,68,149,466,36.47,73,Rainfed,Wheat,4.67,Onion,6.64
Jammu and Kashmir,Rabi,Black,8.09,148,71,86,904,22.12,66,Canal,Rice,5.4,Pea,4.94
Haryana,Kharif,Black,5.62,121,19,91,887,23.21,65,Rainfed,Mustard,0.59,Groundnut,4.73
Punjab,Rabi,Red,7.48,20,45,125,820,34.27,42,Rainfed,Groundnut,4.39,Wheat,4.36
Delhi,Rabi,Red,6.73,105,70,85,1149,36.04,75,Drip,Jowar,0.62,Maize,5.21
Uttar Pradesh,Zaid,Red,7.33,130,72,127,432,38.62,67,Canal,Moong,1.71,Bajra,6.28
Madhya Pradesh,Kharif,Red,6.04,56,29,127,1326,39.27,89,Rainfed,Bajra,9.36,Jowar,4.68
Delhi,Kharif,Alluvial,7.96,117,84,98,421,20.02,85,Tube Well,Mustard,0.85,Arhar,5.88
Himachal Pradesh,Kharif,Clay,7.46,66,19,144,939,16.43,78,Rainfed,Maize,8.58,Cotton,4.47
Rajasthan,Kharif,Black,7.06,137,89,33,1435,39.55,45,Rainfed,Potato,9.06,Masoor,7.85
Uttarakhand,Rabi,Sandy,6.78,42,50,76,525,22.46,82,Rainfed,Groundnut,3.19,Sugarcane,2.36
Delhi,Kharif,Loamy,7.48,20,13,112,307,20.67,55,Sprinkler,Bajra,1.34,Jowar,-0.65
Jammu and Kashmir,Zaid,Alluvial,8.32,23,10,59,1177,26.92,34,Sprinkler,Gram,7.35,Arhar,3.31
Bihar,Rabi,Alluvial,7.06,30,97,111,277,29.62,34,Sprinkler,Rice,2.11,Bajra,3.26
Rajasthan,Rabi,Black,7.8,127,39,27,850,31.43,30,Sprinkler,Bajra,6.94,Moong,4.18
Bihar,Rabi,Loamy,6.15,132,10,113,1323,23.91,39,Tube Well,Arhar,6.68,Sugarcane,6.63
Jammu and Kashmir,Kharif,Red,8.12,73,92,38,1490,35.85,87,Rainfed,Maize,0.59,Arhar,5.5
Haryana,Zaid,Alluvial,7.98,71,95,64,1250,17.07,45,Rainfed,Maize,0.61,Soybean,5.75
Delhi,Zaid,Black,6.25,107,53,115,589,14.64,35,Rainfed,Arhar,5.08,Wheat,5.63
Jharkhand,Zaid,Alluvial,6.61,24,25,54,605,18.26,78,Sprinkler,Soybean,9.36,Cotton,4.23
Himachal Pradesh,Rabi,Black,8.12,62,16,119,1478,34.9,59,Sprinkler,Barley,1.0,Sugarcane,6.02
Jharkhand,Zaid,Black,6.06,43,87,29,471,38.24,35,Sprinkler,Onion,1.86,Jowar,4.29
Bihar,Rabi,Alluvial,6.72,95,95,56,1294,37.7,44,Sprinkler,Maize,5.72,Mustard,4.88
Jammu and Kashmir,Rabi,Loamy,8.14,97,45,92,297,22.99,45,Canal,Soybean,7.98,Jowar,4.83
Himachal Pradesh,Kharif,Alluvial,6.67,70,62,138,759,36.22,43,Sprinkler,Groundnut,1.82,Gram,7.34
Haryana,Kharif,Sandy,7.91,71,36,30,1105,12.99,71,Sprinkler,Barley,3.87,Potato,4.01
Rajasthan,Kharif,Clay,5.51,108,16,137,1262,21.66,48,Canal,Sugarcane,1.49,Mustard,5.99
Uttarakhand,Kharif,Red,6.49,97,23,50,1348,27.58,86,Tube Well,Maize,4.23,Masoor,5.62
Madhya Pradesh,Rabi,Sandy,6.7,102,99,93,1376,30.91,68,Rainfed,Sugarcane,9.93,Cotton,6.96
Chhattisgarh,Kharif,Sandy,5.9,86,93,19,1125,20.15,67,Tube Well,Bajra,9.55,Maize,5.15
Bihar,Zaid,Sandy,7.04,20,31,82,509,33.06,72,Rainfed,Barley,0.72,Mustard,1.38
Bihar,Kharif,Loamy,7.22,146,60,83,602,11.36,61,Canal,Jowar,7.88,Wheat,6.3
Uttarakhand,Rabi,Clay,6.75,112,85,81,613,10.78,41,Rainfed,Groundnut,8.76,Maize,3.96
Rajasthan,Kharif,Sandy,8.18,125,64,120,404,32.54,33,Canal,Arhar,1.4,Potato,6.61
Delhi,Kharif,Red,8.13,117,79,68,860,10.78,50,Rainfed,Rice,5.16,Wheat,5.71
Rajasthan,Rabi,Clay,7.29,90,76,32,810,36.25,50,Rainfed,Soybean,3.1,Barley,5.56
Uttarakhand,Rabi,Red,7.47,60,63,91,863,19.79,82,Drip,Arhar,7.44,Bajra,3.95
Uttar Pradesh,Kharif,Clay,7.25,140,18,116,1157,18.95,78,Sprinkler,Pea,0.9,Mustard,4.58
Rajasthan,Zaid,Black,5.73,132,36,133,203,13.46,50,Canal,Gram,3.11,Rice,3.09
Madhya Pradesh,Kharif,Red,6.05,46,40,43,808,20.73,75,Tube Well,Arhar,6.74,Gram,2.04
Jammu and Kashmir,Zaid,Sandy,6.33,142,89,90,1143,20.59,39,Rainfed,Moong,9.3,Sugarcane,6.62
Madhya Pradesh,Rabi,Alluvial,6.99,108,60,148,326,11.85,81,Tube Well,Rice,7.0,Gram,5.53
Jammu and Kashmir,Rabi,Alluvial,7.55,85,30,74,372,15.94,64,Tube Well,Cotton,6.07,Moong,2.84
Himachal Pradesh,Rabi,Sandy,7.65,75,43,66,673,19.08,59,Canal,Maize,1.87,Mustard,3.84
Bihar,Kharif,Clay,6.38,74,68,10,787,39.43,47,Canal,Maize,2.99,Soybean,4.33
Uttar Pradesh,Rabi,Loamy,6.41,85,64,130,1417,34.09,51,Rainfed,Sugarcane,9.77,Masoor,7.08
Jharkhand,Kharif,Loamy,8.5,132,15,89,1270,25.56,73,Tube Well,Masoor,9.8,Barley,5.05
Delhi,Kharif,Clay,7.27,141,84,60,634,10.66,39,Drip,Bajra,7.58,Wheat,5.05
Himachal Pradesh,Rabi,Clay,5.84,140,45,125,1301,39.76,79,Sprinkler,Barley,0.79,Potato,7.36
Chhattisgarh,Rabi,Alluvial,6.2,122,77,137,1353,27.33,78,Canal,Cotton,8.44,Pea,9.2
Jammu and Kashmir,Kharif,Sandy,7.56,64,75,44,882,39.53,66,Sprinkler,Wheat,1.72,Gram,4.97
Chhattisgarh,Rabi,Loamy,5.69,110,56,50,958,32.98,75,Canal,Gram,8.43,Wheat,3.27
Chhattisgarh,Zaid,Alluvial,6.76,88,18,66,790,23.63,82,Rainfed,Cotton,5.55,Cotton,3.59
Uttar Pradesh,Zaid,Clay,5.63,119,95,68,495,11.39,72,Tube Well,Sugarcane,6.0,Barley,4.61
Chhattisgarh,Rabi,Red,5.65,56,43,27,1437,23.91,78,Tube Well,Groundnut,7.03,Groundnut,4.89
Punjab,Rabi,Clay,8.07,54,21,33,1382,10.98,51,Tube Well,Wheat,2.41,Mustard,4.5
Himachal Pradesh,Rabi,Red,8.33,83,42,54,202,30.72,71,Canal,Groundnut,0.51,Bajra,2.88
Haryana,Kharif,Red,7.31,112,22,137,1115,12.29,79,Canal,Gram,8.17,Cotton,5.17
Delhi,Zaid,Alluvial,7.37,102,46,47,1007,15.16,41,Canal,Gram,2.36,Rice,4.36
Punjab,Kharif,Black,6.45,148,50,148,258,11.92,37,Sprinkler,Wheat,3.0,Bajra,6.93
Uttarakhand,Kharif,Red,6.53,135,84,32,1081,11.01,49,Rainfed,Barley,5.3,Sugarcane,4.4
Haryana,Zaid,Black,8.12,29,46,75,1109,26.12,42,Sprinkler,Rice,2.61,Groundnut,5.54
Jammu and Kashmir,Zaid,Black,5.73,105,83,40,770,12.91,33,Canal,Mustard,4.57,Sugarcane,2.76
Jammu and Kashmir,Zaid,Alluvial,7.65,50,11,41,478,12.62,70,Sprinkler,Jowar,1.58,Onion,2.49
Uttarakhand,Zaid,Black,6.89,126,99,54,671,25.22,56,Tube Well,Barley,6.4,Barley,6.29
Uttarakhand,Zaid,Red,7.32,66,44,117,376,27.58,74,Drip,Moong,9.1,Cotton,4.57
Uttar Pradesh,Zaid,Clay,7.41,57,63,44,774,17.09,43,Drip,Sugarcane,3.02,Moong,3.74
Rajasthan,Rabi,Alluvial,8.08,27,66,53,770,32.94,56,Sprinkler,Groundnut,2.32,Wheat,3.31
Haryana,Rabi,Clay,5.62,90,78,148,213,10.94,41,Rainfed,Soybean,2.73,Arhar,2.95
Chhattisgarh,Rabi,Loamy,5.89,120,88,69,892,26.48,80,Rainfed,Potato,3.54,Cotton,6.2
Madhya Pradesh,Kharif,Alluvial,8.44,102,32,137,1263,35.07,83,Rainfed,Sugarcane,2.32,Soybean,3.05
Rajasthan,Zaid,Clay,8.39,64,54,62,811,36.14,52,Tube Well,Jowar,5.7,Soybean,3.74
Uttar Pradesh,Rabi,Clay,5.64,119,37,84,814,28.56,81,Canal,Sugarcane,5.51,Moong,5.48
Bihar,Kharif,Clay,6.15,126,89,40,1166,10.81,44,Sprinkler,Mustard,2.69,Cotton,7.15
Delhi,Zaid,Clay,8.25,51,41,58,305,16.73,44,Canal,Wheat,2.85,Barley,2.92
Madhya Pradesh,Rabi,Clay,6.72,137,78,127,1115,34.63,58,Canal,Groundnut,6.02,Rice,6.0
Bihar,Kharif,Alluvial,7.58,133,46,30,485,22.0,83,Drip,Maize,6.04,Rice,3.52
Uttar Pradesh,Rabi,Alluvial,8.19,39,24,26,1142,23.12,67,Tube Well,Masoor,1.73,Onion,2.56
Madhya Pradesh,Rabi,Black,5.73,82,72,35,862,38.55,55,Tube Well,Potato,2.58,Jowar,4.13
Himachal Pradesh,Kharif,Alluvial,7.09,28,58,36,1107,16.69,79,Tube Well,Pea,5.51,Sugarcane,3.14
Uttarakhand,Kharif,Sandy,6.12,129,30,129,1359,30.46,70,Tube Well,Soybean,2.88,Masoor,6.42
Bihar,Zaid,Red,7.92,100,59,17,1410,34.32,67,Drip,Onion,7.51,Arhar,4.46
Chhattisgarh,Zaid,Clay,5.55,128,41,74,1293,28.13,77,Tube Well,Onion,7.15,Groundnut,5.45
Bihar,Rabi,Alluvial,5.6,31,18,85,314,15.4,34,Canal,Bajra,7.9,Wheat,2.2
Jharkhand,Rabi,Red,7.23,113,77,88,1294,38.5,39,Drip,Masoor,3.39,Mustard,7.1
Jammu and Kashmir,Rabi,Sandy,5.6,115,95,72,375,36.5,78,Tube Well,Arhar,8.9,Sugarcane,5.54
Jammu and Kashmir,Rabi,Sandy,5.81,104,73,58,499,39.82,41,Rainfed,Soybean,3.44,Groundnut,4.85
Jammu and Kashmir,Rabi,Sandy,8.2,35,52,139,515,38.17,37,Drip,Arhar,1.05,Barley,3.83
Haryana,Zaid,Sandy,7.5,128,46,140,1159,35.97,34,Rainfed,Potato,9.08,Maize,6.75
Jammu and Kashmir,Zaid,Sandy,5.68,52,54,37,567,36.73,63,Drip,Barley,5.48,Soybean,0.84
Bihar,Zaid,Alluvial,6.69,87,95,41,1212,15.78,76,Drip,Jowar,2.22,Wheat,6.37
Jammu and Kashmir,Zaid,Alluvial,6.55,77,43,143,517,14.7,67,Sprinkler,Sugarcane,5.3,Wheat,4.46
Uttarakhand,Kharif,Alluvial,7.06,133,79,18,760,10.64,52,Sprinkler,Pea,1.55,Potato,7.3
Punjab,Kharif,Sandy,7.51,94,63,91,1211,30.56,80,Canal,Masoor,6.01,Soybean,6.18
Rajasthan,Zaid,Black,6.41,100,35,72,614,34.27,60,Tube Well,Onion,2.6,Sugarcane,5.51
Haryana,Rabi,Clay,7.59,129,44,119,460,17.65,88,Tube Well,Pea,8.01,Sugarcane,5.27
Haryana,Rabi,Loamy,6.49,106,41,133,571,32.68,38,Tube Well,Soybean,6.31,Jowar,5.79
Delhi,Zaid,Sandy,5.92,92,97,12,1431,34.15,56,Rainfed,Jowar,8.81,Maize,5.05
Jammu and Kashmir,Zaid,Black,6.55,111,99,18,1001,29.02,58,Rainfed,Soybean,8.96,Rice,6.29
Chhattisgarh,Rabi,Red,5.62,131,32,92,365,16.5,51,Drip,Soybean,1.5,Maize,4.66
Madhya Pradesh,Rabi,Red,7.23,102,39,37,1022,26.46,71,Drip,Pea,8.77,Barley,7.0
Punjab,Kharif,Red,7.06,74,42,30,715,13.57,75,Canal,Mustard,3.48,Arhar,4.07
Jharkhand,Zaid,Clay,6.77,77,18,140,977,28.31,58,Tube Well,Gram,9.18,Bajra,5.98
Jammu and Kashmir,Zaid,Black,6.12,106,79,12,1241,21.96,77,Rainfed,Bajra,3.57,Arhar,6.18
Madhya Pradesh,Rabi,Sandy,5.88,97,94,85,374,32.65,66,Tube Well,Onion,4.16,Gram,3.65
Chhattisgarh,Zaid,Red,6.31,142,86,122,592,16.08,79,Drip,Bajra,3.82,Cotton,4.59
Delhi,Rabi,Red,6.58,46,38,99,932,13.67,32,Drip,Mustard,3.43,Maize,3.6
Rajasthan,Kharif,Sandy,7.51,44,45,14,1224,11.32,43,Sprinkler,Soybean,1.28,Wheat,2.44
Haryana,Zaid,Alluvial,8.11,69,68,67,581,24.16,33,Sprinkler,Pea,0.57,Pea,2.44
Uttarakhand,Zaid,Loamy,6.94,116,35,97,1238,27.93,60,Rainfed,Cotton,2.77,Masoor,6.45
Madhya Pradesh,Kharif,Loamy,7.37,69,28,144,981,13.6,33,Tube Well,Bajra,4.59,Onion,5.41
Jharkhand,Rabi,Red,6.61,141,91,85,378,22.86,62,Rainfed,Moong,0.88,Groundnut,6.85
Punjab,Zaid,Alluvial,5.63,117,44,117,633,11.79,32,Sprinkler,Mustard,4.5,Soybean,5.26
Uttarakhand,Kharif,Alluvial,5.9,147,71,87,614,26.34,85,Canal,Masoor,1.32,Groundnut,6.6
Delhi,Rabi,Loamy,6.98,97,79,81,327,35.94,36,Drip,Moong,7.2,Potato,5.48
Delhi,Rabi,Alluvial,7.77,124,63,118,1373,20.49,62,Sprinkler,Cotton,2.33,Onion,6.31
Himachal Pradesh,Zaid,Loamy,6.97,94,23,35,846,28.78,48,Tube Well,Masoor,1.79,Soybean,4.15
Haryana,Rabi,Black,6.01,126,89,29,971,21.13,52,Tube Well,Maize,0.52,Onion,6.28
Chhattisgarh,Zaid,Alluvial,6.88,148,60,96,663,18.42,67,Drip,Potato,1.9,Pea,4.45
Chhattisgarh,Rabi,Red,8.25,107,46,19,1203,23.16,54,Drip,Gram,8.0,Maize,4.89
Madhya Pradesh,Zaid,Clay,6.53,103,40,31,585,35.17,78,Tube Well,Sugarcane,3.24,Jowar,3.51
Jharkhand,Rabi,Clay,7.06,115,24,81,641,13.16,89,Rainfed,Potato,8.04,Jowar,4.11
Uttar Pradesh,Kharif,Alluvial,7.76,79,72,106,812,10.94,63,Drip,Cotton,8.95,Pea,5.99
Bihar,Zaid,Sandy,8.24,26,61,102,1310,24.98,69,Drip,Soybean,6.3,Masoor,4.52
Himachal Pradesh,Kharif,Black,7.23,50,66,80,983,35.45,89,Canal,Cotton,1.66,Mustard,2.82
Jammu and Kashmir,Rabi,Loamy,5.86,109,15,125,676,18.5,35,Rainfed,Jowar,4.45,Moong,4.08
Delhi,Zaid,Black,8.18,84,42,55,477,36.66,41,Canal,Jowar,2.29,Sugarcane,2.94
Bihar,Zaid,Loamy,7.1,67,95,124,1258,28.26,33,Canal,Arhar,8.56,Soybean,5.31
Delhi,Rabi,Alluvial,7.31,78,25,104,653,29.2,82,Canal,Moong,4.61,Potato,2.4
Delhi,Rabi,Clay,6.05,110,75,148,1342,33.83,81,Canal,Potato,3.55,Soybean,8.26
Jammu and Kashmir,Rabi,Loamy,6.4,41,50,28,1405,25.36,65,Sprinkler,Bajra,9.69,Bajra,4.69
Rajasthan,Zaid,Sandy,7.89,31,37,140,261,31.22,62,Sprinkler,Rice,8.86,Bajra,3.7
Jharkhand,Kharif,Sandy,5.81,136,31,55,484,28.4,64,Rainfed,Rice,9.75,Barley,4.72
Himachal Pradesh,Kharif,Loamy,7.37,29,74,48,633,31.42,64,Drip,Masoor,6.59,Wheat,3.68
Punjab,Rabi,Clay,7.24,125,34,82,1226,16.03,85,Rainfed,Maize,2.06,Barley,6.13
Uttar Pradesh,Kharif,Clay,7.32,79,56,16,325,35.46,82,Sprinkler,Onion,1.82,Bajra,3.13
Chhattisgarh,Rabi,Black,7.34,135,40,15,437,19.66,31,Canal,Gram,4.75,Mustard,5.84
Jammu and Kashmir,Zaid,Black,7.41,45,91,87,681,35.1,48,Rainfed,Potato,2.41,Bajra,3.76
Delhi,Zaid,Red,6.45,81,34,142,384,35.84,39,Sprinkler,Sugarcane,6.42,Gram,4.8
Uttar Pradesh,Kharif,Sandy,6.06,107,78,63,628,24.49,48,Rainfed,Onion,7.41,Rice,4.26
Punjab,Rabi,Loamy,7.88,146,66,35,764,15.89,74,Sprinkler,Masoor,1.05,Maize,6.33
Chhattisgarh,Rabi,Red,7.0,128,22,83,1264,24.71,84,Drip,Arhar,9.73,Soybean,7.5
Rajasthan,Rabi,Sandy,6.67,51,74,133,472,21.93,74,Canal,Groundnut,7.91,Soybean,4.32
Uttar Pradesh,Kharif,Loamy,6.36,76,88,46,925,11.86,47,Sprinkler,Rice,1.31,Jowar,2.65
Madhya Pradesh,Rabi,Alluvial,5.91,53,33,52,1254,34.5,81,Canal,Masoor,2.82,Onion,4.19
Jammu and Kashmir,Kharif,Sandy,7.42,64,37,104,1191,35.85,44,Tube Well,Jowar,0.79,Potato,5.05
Himachal Pradesh,Kharif,Black,5.71,25,90,113,951,38.31,64,Sprinkler,Rice,2.13,Arhar,4.82
Delhi,Rabi,Sandy,7.93,87,75,147,735,20.16,62,Tube Well,Moong,3.54,Masoor,5.65
Delhi,Zaid,Red,6.65,58,47,63,206,37.77,73,Tube Well,Groundnut,9.13,Groundnut,3.65
Rajasthan,Zaid,Clay,6.11,140,61,81,1012,11.49,34,Tube Well,Maize,4.48,Jowar,5.59
Delhi,Zaid,Red,6.03,89,64,142,1399,15.72,53,Tube Well,Rice,0.93,Gram,6.7
Punjab,Zaid,Clay,7.06,99,62,105,1033,32.41,48,Rainfed,Jowar,2.88,Sugarcane,6.57
Haryana,Zaid,Red,7.88,145,74,142,319,32.51,72,Sprinkler,Groundnut,5.0,Onion,4.38
Uttarakhand,Rabi,Red,5.83,91,89,24,270,19.21,65,Canal,Jowar,8.5,Rice,2.49
Punjab,Kharif,Loamy,8.43,118,57,24,733,16.47,72,Canal,Cotton,2.04,Sugarcane,5.31
Bihar,Rabi,Alluvial,6.34,72,23,97,779,29.6,88,Sprinkler,Mustard,2.41,Barley,5.43
Jammu and Kashmir,Rabi,Clay,5.93,68,15,32,853,25.28,72,Tube Well,Jowar,9.1,Maize,5.25
Himachal Pradesh,Kharif,Alluvial,6.0,130,40,31,787,34.12,88,Rainfed,Moong,2.69,Soybean,4.02
Uttar Pradesh,Rabi,Sandy,7.59,86,26,40,997,11.8,53,Rainfed,Moong,9.13,Barley,3.18
Jammu and Kashmir,Kharif,Alluvial,7.1,56,98,100,1052,26.27,37,Tube Well,Sugarcane,8.5,Onion,5.2
Haryana,Zaid,Loamy,6.68,124,71,80,1248,18.26,69,Rainfed,Potato,6.63,Wheat,5.71
Jammu and Kashmir,Zaid,Black,6.37,85,38,65,1387,38.06,88,Rainfed,Jowar,9.97,Mustard,4.56
Uttar Pradesh,Rabi,Alluvial,7.26,112,14,107,1282,14.4,40,Sprinkler,Mustard,9.63,Wheat,4.87
Haryana,Zaid,Alluvial,8.17,138,63,148,273,12.97,74,Sprinkler,Onion,3.59,Soybean,5.57
Jharkhand,Kharif,Sandy,7.16,134,96,17,616,32.2,50,Sprinkler,Jowar,2.57,Barley,6.73
Chhattisgarh,Kharif,Red,6.78,102,74,22,1144,37.91,86,Canal,Gram,7.64,Mustard,5.41
Uttarakhand,Kharif,Clay,8.27,22,46,96,1414,21.68,82,Drip,Cotton,6.11,Jowar,4.59
Jammu and Kashmir,Kharif,Alluvial,7.63,122,98,144,847,32.62,35,Rainfed,Wheat,9.99,Soybean,9.05
Bihar,Rabi,Black,6.65,37,27,112,928,21.32,55,Drip,Soybean,2.13,Barley,4.08
Haryana,Kharif,Black,7.03,98,86,148,1225,27.87,33,Canal,Masoor,1.98,Wheat,6.68
Madhya Pradesh,Zaid,Sandy,6.6,148,10,54,973,32.86,86,Tube Well,Bajra,9.71,Maize,5.8
Chhattisgarh,Kharif,Loamy,8.4,37,19,16,508,34.62,77,Canal,Potato,3.2,Groundnut,2.34
Punjab,Zaid,Alluvial,6.29,85,70,146,745,15.39,50,Rainfed,Rice,4.44,Jowar,4.83
Delhi,Kharif,Red,8.0,126,12,59,519,11.94,77,Sprinkler,Soybean,6.4,Jowar,5.19
Himachal Pradesh,Rabi,Loamy,8.31,101,90,143,1478,26.18,62,Drip,Soybean,7.68,Gram,7.8
Madhya Pradesh,Zaid,Alluvial,6.72,113,82,113,272,13.09,69,Canal,Barley,2.44,Gram,3.16
Punjab,Rabi,Loamy,5.85,132,85,92,1315,23.97,71,Canal,Maize,0.87,Masoor,8.02
Jharkhand,Rabi,Clay,5.83,84,26,24,1071,20.58,40,Drip,Barley,2.56,Wheat,2.52
Chhattisgarh,Kharif,Alluvial,7.91,74,70,80,1174,19.37,82,Drip,Onion,4.88,Potato,4.65
Delhi,Kharif,Red,5.62,32,82,36,528,38.32,59,Drip,Wheat,5.39,Arhar,2.15
Jharkhand,Zaid,Black,6.29,49,74,54,927,29.09,40,Canal,Sugarcane,1.52,Rice,3.17
Punjab,Kharif,Black,5.73,93,18,93,725,31.98,78,Canal,Soybean,8.46,Cotton,3.51
Uttarakhand,Zaid,Alluvial,6.07,118,72,43,958,32.32,45,Tube Well,Moong,2.96,Moong,4.41
Punjab,Kharif,Clay,6.28,77,59,113,1238,33.67,79,Canal,Potato,7.24,Sugarcane,4.22
Bihar,Rabi,Red,8.0,30,93,13,726,35.86,74,Rainfed,Wheat,9.12,Potato,0.55
Himachal Pradesh,Zaid,Black,6.38,92,70,93,297,20.6,41,Drip,Onion,2.44,Onion,3.78
Punjab,Rabi,Red,6.95,50,10,130,468,31.11,89,Drip,Masoor,8.53,Jowar,4.72
Madhya Pradesh,Rabi,Loamy,6.69,131,84,61,305,34.98,77,Rainfed,Wheat,6.85,Rice,5.36
Jammu and Kashmir,Zaid,Red,6.97,47,34,87,1065,38.06,48,Drip,Soybean,4.87,Onion,4.62
Uttarakhand,Zaid,Sandy,8.16,130,44,116,1250,28.08,31,Drip,Sugarcane,5.81,Arhar,6.21
Haryana,Rabi,Clay,7.61,44,44,46,1326,17.46,62,Drip,Onion,3.19,Barley,4.23
Jammu and Kashmir,Kharif,Clay,8.33,102,52,34,491,10.4,32,Tube Well,Rice,5.23,Potato,4.08
